rating,brand,title,raters,spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,24GB of RAM,2x 250GB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,24GB of RAM,1TB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,2x 500GB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,24GB of RAM,2x 500GB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,4GB of RAM,500GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,12GB of RAM,1TB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,12GB of RAM,2x 1TB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Quad-Core i5 Desktop CPU,Microsoft Windows 7 Professional 64-Bit pre-installed w/CoA,4GB DDR3 SDRAM, 500GB HD, DVD-RW drive,Windows 10 Upgradable,Mouse and Keyboard INCLUDED,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x Xeon E5-2670 2.6GHz Eight Core Processors,16GB Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,"17""",Limited Warranty period (parts):90 days,Limited Warranty period (labor):90 days,To keep it," click the ""Submit Order"" button",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,3.1 GHz,1 TB HDD,Windows 7 Professional,"19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Hewlett-Packard,,,Core 2 Duo 2.9 GHz,4 GB DDR3 160 GB HDD,Windows 7 Professional,"19""",Intel GMA 4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,^Intel i5,3100 MHz,4096mb,1 Terabyte,Mini Tower^,- 1 Terabyte Serial ATA,- 4096mb,-32768,- DVD ROM,- 10/100/1000 internal network card,- New Standard USB Keyboard and Mouse,- Genuine Windows 7 Professional 32 Bit,- Recovery partition included for easy reinstallation of operating system,- The HP 8200 Elite has all of the standard ports and slots required for everyday use,- 1 Year,- HP 8200 Elite loaded with Windows 7 Professional 32 Bit, power cord, software registration instructions, and a 1 Year warranty.,,,,,,,,,,,,,,,
,DELL,,,Intel Xeon 2.26 Ghz,16 GB DDR3 250 GB HDD,Windows 7 Professional,No Screen,NVIDIA QUADRO 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x Xeon E5-2670 2.6GHz Eight Core Processors,16GB Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hewlett-Packard,,,Intel Core i5 2400 (3.10GHz),4GB DDR3 500GB HDD,Windows 7 Professional,No Screen,NVIDIA GeForce 8600 GTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,3.2 GHz,160 GB HDD,Windows 7 Professional,"19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,HP DC7800 MiniTower - Intel Core 2 Duo 2.13GHz - 4GB RAM,Windows 7 Pro 32-Bit Operating System,Includes New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 3.0 GHz,8 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium 4,8 GB DDR2 400 GB HDD,Windows 7 Professional,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo,4 GB DDR2 1 TB HDD,Windows 7 Home Premium,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,Xeon E3-1220 3.1GHz Quad Core,32GB DDR3 Memory,NVIDIA Quadro 2000,Windows 7 Professional 64-bit Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Xeon E5-2660 2.2GHz Eight Core Processor,32GB DDR3 Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium 4,8 GB DDR2 80 GB HDD,Windows 7 Professional,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.3 GHz,4 GB DDR2 500 GB HDD,Windows 7 Professional,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,Dell OptiPlex 760 Desktop - Core 2 Duo 2.13GHz - 4GB RAM,Windows 7 Pro 32-Bit OS,Power Cable, New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Core i5 3.1 GHz,8 GB DDR3 500 GB HDD,Windows 7 Professional,No Screen,Intel HD Graphics 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,6GB of RAM,250GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,24GB of RAM,500GB 7.2K PC SATA  HDD,1TB 7.2K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,4GB of RAM,500GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,12GB of RAM,2x 2TB 5.4K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,6GB of RAM,500GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,6GB of RAM,1TB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,4GB of RAM,2x 250GB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,2x 500GB 7.2K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,24GB of RAM,500GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,12GB of RAM,500GB 7.2K PC SATA  HDD,1TB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,2x 500GB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,24GB of RAM,1TB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,4GB of RAM,2x 2TB 5.4K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Microsoft Windows 7 Professional 64-bit pre-installed w/CoA,Intel Q57 Express chipset,Intel Core i7-870 2.93 GHz quad-core,16GB DDR3 SDRAM, 128 GB SSD, DVDRW drive,WiFi Adapter,Bluetooth Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Core i3 2120 (3.30GHz),8 GB DDR3 250 GB HDD,Windows 7 Professional,"19""",Intel HD Graphics 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 3.0 GHz,3 GB DDR3 2 TB HDD,Windows 7 Professional,No Screen,Intel GMA X4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Core i3 2.9GHz,4 GB DDR3 2 TB HDD,No Screen,Intel HD Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x E5-2670 2.6GHz Eight Core  CPU's,32GB memory,,NVIDIA Quadro 4000,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x E5-2660 2.2GHz Eight Core  CPU's,32GB memory,,NVIDIA Quadro 600,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Intel Xeon E5520 (2.26 GHz),6 GB DDR3 2 TB HDD,Windows 7 Professional,No Screen,NVIDIA Quadro 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x Xeon E5-2660 2.2GHz Eight Core Processor,32GB memory,,NVIDIA Quadro 600,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Athlon II X2 3.0 GHz,4 GB DDR3 500 GB HDD,Windows 7 Home Premium,No Screen,ATI Radeon 3000 IGP,Video Card: ATI Radeon 3000,Front USB 2.0 Ports: 2,Rear USB 2.0 Ports: 4,PS2 Mouse\KB Ports: Yes,Video Out: DVI and VGA,Ethernet: 10/100/1000 Mbps, Gigabit,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Core i5-2400 3.1GHz Quad Core,16GB DDR3 Memory,NVIDIA GeForce 405,Windows 7 Professional 64-bit Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,^Intel i5,3100 MHz,4096mb,1 Terabyte,Mini Tower^,- 1 Terabyte Serial ATA,- 4096mb,-32768,- DVD ROM,- 10/100/1000 internal network card,- New Standard USB Keyboard and Mouse,- Genuine Windows 7 Home Premium 32 Bit,- Recovery partition included for easy reinstallation of operating system,- The HP 8200 Elite has all of the standard ports and slots required for everyday use,- 1 Year,- HP 8200 Elite loaded with Windows 7 Home Premium 32 Bit, power cord, software registration instructions, and a 1 Year warranty.,,,,,,,,,,,,,,,
,Hewlett-Packard,,,^INTEL Core i5,3200 MHz,4096mb,1 Terabyte,Small Form Factor^,- 1 Terabyte Serial ATA,- 4096mb,-16384,- DVD ROM,- 10/100/1000 internal network card,- New Standard USB Keyboard and Mouse,- Genuine Windows 7 Professional 32 Bit,- Recovery partition included for easy reinstallation of operating system,- The HP 8100 Elite has all of the standard ports and slots required for everyday use,- 1 Year,- HP 8100 Elite loaded with Windows 7 Professional 32 Bit, power cord, software registration instructions, and a 1 Year warranty.,,,,,,,,,,,,,,,
,Hewlett-Packard,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,HP 8000 Elite Desktop - Intel Core 2 Quad 2.13GHz - 4GB RAM,Windows 7 Professional 64-Bit Operating System,Includes New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,3.2 GHz,160 GB HDD,Windows 7 Home Premium,No Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,HP DC5800 MiniTower - Intel Core 2 Duo 2.66GHz - 4GB RAM,Windows 7 Professional 64-Bit Operating System,Includes New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium 4,2 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium D,4 GB DDR2 400 GB HDD,Windows XP Professional,No Screen,Intel GMA 965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,Xeon E3-1220 3.1GHz Quad Core Processor,16GB Memory,180GB SDD,Windows 7 Professional 64-Bit Installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium D,8 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,HP DC7800 Small Form Desktop,Core 2 Duo 2.33GHz,500GB HDD,4GB RAM,Windows 7 Professional 64-Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.2GHz,2GB DDR2 250GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,Dell Optiplex 760 Small Form Factor - Core 2 Quad 2.4GHz, 4GB RAM,Windows 7 Home 32-Bit OS,Power Cable, New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,Dell OptiPlex 780 Desktop - Core 2 Quad 2.13GHz - 4GB RAM,Windows 7 Pro 32-Bit OS,Power Cable, New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,4GB of RAM,2x 1TB 7.2K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,4GB of RAM,250GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,500GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,250GB 7.2K PC SATA  HDD,1TB 7.2K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,6GB of RAM,250GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,2x 250GB 7.2K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,4GB of RAM,250GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x Xeon E5-2670 2.6GHz Eight Core Processors,16GB Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,4GB of RAM,500GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Dual DVI 256MB Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,6GB of RAM,2TB 5.4K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Core i3 2120 (3.30GHz),4GB DDR3 1TB HDD,Windows 7 Home Premium,No Screen,Intel HD Graphics 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Microsoft Windows 7 Professional 64-Bit pre-installed w/CoA,Intel Core i5-3470s 2.9 GHz quad-core CPU,Intel Q77 Express chip, Intel HD Graphics 2500,8 GB DDR3 SDRAM, 1 TB HD, DVDRW,WiFi, Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,"17""",Website:,No re-stocking fees,To keep it," click the ""Submit Order"" button",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Intel Core i3 2.9GHz,16 GB DDR3 500 GB HDD,Windows 7 Professional,No Screen,Intel HD Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x Xeon E5-2670 2.6GHz Eight Core Processors,16GB Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,2x E5-2660 2.2GHz Eight Core  CPU's,32GB memory,,NVIDIA Quadro 600,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,12GB of RAM,500GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro 4000 2GB GDDR5 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x W3520 4C 2.67Ghz CPU,6GB of RAM,2TB 5.4K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo E7400 (2.80 GHz),8 GB DDR3 250 GB HDD,Windows 7 Home Premium,No Screen,Optical: DVD,Display Output: VGA, Display Port,USB Ports: 6,eSATA Ports: 1,Headphone & Mic Port: Yes,Ethernet: Dual Integrated Ethernet, Gigabit 10/100/1000,Serial Port: Yes,Parallel Port: Yes,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,^Intel i5,3100 MHz,4096mb,400Gig,Mini Tower^,- 400Gig Serial ATA,- 4096mb,-32768,- DVD ROM,- 10/100/1000 internal network card,- New Standard USB Keyboard and Mouse,- Genuine Windows 7 Home Premium 32 Bit,- Recovery partition included for easy reinstallation of operating system,- The HP 8200 Elite has all of the standard ports and slots required for everyday use,- 1 Year,- HP 8200 Elite loaded with Windows 7 Home Premium 32 Bit, power cord, software registration instructions, and a 1 Year warranty.,,,,,,,,,,,,,,,
,Hewlett-Packard,,,Core 2 Duo 2.8 GHz,8 GB DDR3 1 TB HDD,No Screen,Intel HD Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,*NEW* 1TB Hard Drive with 2 Year Manufacturer Warranty!,DC7800 MiniTower - Core 2 Quad 2.33GHz - 4GB RAM,Windows 7 Home 32-Bit Operating System,Includes New USB Keyboard & Mouse!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DELL,,,Pentium 4,8 GB DDR2 80 GB HDD,Windows 7 Professional,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Xeon W3565 3.2GHz quad core processor,8GB memory,NVIDIA Quadro 4000,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lenovo,,,Xeon E5-2660 2.2GHz Eight Core Processor,32GB DDR3 Memory,NVIDIA Quadro 2000,Windows 7 Professional installed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 1.86 MHz,4 GB DDR2,Windows 7 Professional,No Screen,Intel GMA 3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo,4 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,3.1 GHz,1 TB HDD,Windows 7 Professional,"19""",- 3100 MHz,- 1 Terabyte Serial ATA,- 8192mb,-32768,- DVD ROM,-10/100/1000 internal network card,- New Standard USB Keyboard and Mouse,- Genuine Windows 7 Professional 64 Bit,- Windows 7 Professional 64 Bit Operating System Only,- The HP 8300 Elite has all of the standard ports and slots required for everyday use,"- 19""  LCD -",- 1 Year,- HP 8300 Elite loaded with Windows 7 Professional 64 Bit, power cord, software registration instructions," 19"" LCD", and a 1 Year warranty.,,,,,,,,,,,,,
,DELL,,,Celeron 2.5 GHz,2 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hewlett-Packard,,,Intel Core i5 3.1GHz,4GB DDR3 1TB HDD,Windows 7 Professional,No Screen,Intel HD Graphics 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.8 GHz,4 GB DDR2 1 TB HDD,Windows 7 Professional,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium 4,8 GB DDR2 80 GB HDD,Windows 7 Home Premium,No Screen,Intel GMA 950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Pentium D,8 GB DDR2 1 TB HDD,Windows 7 Professional,No Screen,Intel GMA 965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.3 GHz,4 GB DDR2 500 GB HDD,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.6GHz,6 GB DDR2 160 GB HDD,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 3.0 GHz,3 GB DDR2 160 GB HDD,Windows 7 Professional,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,4GB of RAM,250GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,4GB of RAM,500GB 7.2K PC SATA  HDD,2TB 5.4K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x E5620 4C 2.4Ghz CPU,12GB of RAM,250GB 7.2K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,12GB of RAM,250GB 7.2K PC SATA  HDD,1TB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,No Operating System,Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5570 4C 2.93Ghz CPU,12GB of RAM,2x 1TB 7.2K PC SATA  HDD's,DVDRW Optical,Nvidia Quadro FX 3800 1GB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,1x X5650 6C 2.67Ghz CPU,24GB of RAM,2TB 5.4K PC SATA  HDD,DVDRW Optical,Nvidia Quadro FX 1800 768MB GDDR3 Graphic Card,575W PSU,Win 7 Pro COA and Restore disk,Windows 7 Professional COA and Restore Disk (OS is not pre-installed),Power Cable,,,,,,,,,,,,,,,,,,,,,,,,,
,DELL,,,Core 2 Duo 2.6GHz,8 GB DDR2 2 TB HDD,Windows 7 Professional,No Screen,Intel GMA 3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
